scenario,rank,modelled_marginal_price_EUR_per_MWh,near_VOLL
Decarbonised no nuclear,180,46.81186380192626,False
Decarbonised no nuclear,181,46.81186380192626,False
Decarbonised no nuclear,182,46.81186380192625,False
Decarbonised no nuclear,183,46.81186380192625,False
Decarbonised no nuclear,184,46.81186380192624,False
Decarbonised no nuclear,185,46.81186380192624,False
Decarbonised no nuclear,186,46.81186380192624,False
Decarbonised no nuclear,187,45.69762916197273,False
Decarbonised no nuclear,188,34.1233734359275,False
Decarbonised no nuclear,189,34.12329608851066,False
Decarbonised no nuclear,190,25.402574716232802,False
Decarbonised no nuclear,191,24.958180616270237,False
Decarbonised no nuclear,192,24.722899708498357,False
Decarbonised no nuclear,193,24.048571341599644,False
Decarbonised no nuclear,194,21.80763710210603,False
Decarbonised no nuclear,195,20.638900277394846,False
Decarbonised no nuclear,196,20.15662531974376,False
Decarbonised no nuclear,197,20.1405915227097,False
